"type","log"
"sonarqube_generic_issue","<issues><issue><engineId>custom-secrets-scanner</engineId><ruleId>hardcoded-credential</ruleId><severity>BLOCKER</severity><type>VULNERABILITY</type><primaryLocation><message>Hardcoded AWS secret access key detected in source.</message><filePath>services/etl/config/loader.py</filePath><textRange><startLine>47</startLine><endLine>47</endLine><startColumn>18</startColumn><endColumn>58</endColumn></textRange></primaryLocation><secondaryLocations><secondaryLocation><message>Value is propagated to boto3 client here.</message><filePath>services/etl/config/loader.py</filePath><textRange><startLine>93</startLine><endLine>93</endLine></textRange></secondaryLocation></secondaryLocations><effortMinutes>30</effortMinutes></issue></issues>"
"cppcheck_report","<results version=""2""><cppcheck version=""2.16.0""/><errors><error id=""constVariableReference"" severity=""style"" msg=""Variable ''cfg'' can be declared as reference to const"" verbose=""Variable ''cfg'' can be declared as reference to const"" cwe=""398"" file0=""src/agent/config_loader.cpp""><location file=""src/agent/config_loader.cpp"" line=""88"" column=""19"" info=""Variable ''cfg'' can be declared as reference to const""/></error><error id=""useStlAlgorithm"" severity=""style"" msg=""Consider using std::accumulate algorithm instead of a raw loop."" verbose=""Consider using std::accumulate algorithm instead of a raw loop."" file0=""src/agent/metrics.cpp""><location file=""src/agent/metrics.cpp"" line=""214"" column=""7""/></error></errors></results>"
"cppcheck_report","<results version=""2""><cppcheck version=""2.15.0""/><errors><error id=""nullPointerRedundantCheck"" severity=""error"" msg=""Either the condition 'hdr!=NULL' is redundant or there is possible null pointer dereference: hdr."" verbose=""Either the condition 'hdr!=NULL' is redundant or there is possible null pointer dereference: hdr."" cwe=""476"" file0=""src/parser/http_parse.c""><location file=""src/parser/http_parse.c"" line=""318"" column=""14"" info=""Null pointer dereference""/><location file=""src/parser/http_parse.c"" line=""305"" column=""9"" info=""Assuming that condition 'hdr!=NULL' is not redundant""/></error><error id=""bufferAccessOutOfBounds"" severity=""error"" msg=""Buffer is accessed out of bounds: buf"" cwe=""788"" file0=""src/parser/http_parse.c""><location file=""src/parser/http_parse.c"" line=""402"" column=""5""/></error></errors></results>"
"valgrind_xml","<valgrindoutput><protocolversion>4</protocolversion><protocoltool>memcheck</protocoltool><preamble><line>Memcheck, a memory error detector</line><line>Copyright (C) 2002-2024, and GNU GPL''d, by Julian Seward et al.</line></preamble><pid>28841</pid><ppid>28840</ppid><tool>memcheck</tool><args><vargv><exe>/usr/bin/valgrind</exe><arg>--xml=yes</arg><arg>--leak-check=full</arg></vargv><argv><exe>./build/parser_tests</exe></argv></args><status><state>RUNNING</state><time>00:00:00:00.041</time></status><status><state>FINISHED</state><time>00:00:03:12.887</time></status><errorcounts/><suppcounts><pair><count>3</count><name>dl-hack3-cond-1</name></pair></suppcounts></valgrindoutput>"
"valgrind_xml","<valgrindoutput><protocolversion>4</protocolversion><protocoltool>memcheck</protocoltool><pid>28841</pid><ppid>28839</ppid><tool>memcheck</tool><args><vargv><exe>/usr/bin/valgrind</exe><arg>--leak-check=full</arg><arg>--xml=yes</arg></vargv><argv><exe>./bin/indexer</exe><arg>--rebuild</arg></argv></args><error><unique>0x3f</unique><tid>1</tid><kind>InvalidWrite</kind><what>Invalid write of size 8</what><stack><frame><ip>0x4A21C7</ip><obj>/opt/acme/bin/indexer</obj><fn>segment_append</fn><dir>/src/index</dir><file>segment.c</file><line>214</line></frame><frame><ip>0x4A3902</ip><fn>index_rebuild</fn><file>index.c</file><line>77</line></frame></stack><auxwhat>Address 0x5c21b48 is 0 bytes after a block of size 4,096 alloc'd</auxwhat></error><errorcounts><pair><count>3</count><unique>0x3f</unique></pair></errorcounts></valgrindoutput>"
"jenkins_job_config","<project><actions/><description>Builds and publishes the orders-api container image.</description><keepDependencies>false</keepDependencies><properties><hudson.model.ParametersDefinitionProperty><parameterDefinitions><hudson.model.StringParameterDefinition><name>GIT_REF</name><defaultValue>refs/heads/main</defaultValue></hudson.model.StringParameterDefinition></parameterDefinitions></hudson.model.ParametersDefinitionProperty></properties><scm class=""hudson.plugins.git.GitSCM"" plugin=""git@5.7.0""><configVersion>2</configVersion><userRemoteConfigs><hudson.plugins.git.UserRemoteConfig><url>git@github.example.com:platform/orders-api.git</url><credentialsId>ci-deploy-key</credentialsId></hudson.plugins.git.UserRemoteConfig></userRemoteConfigs></scm><canRoam>false</canRoam><assignedNode>linux-docker</assignedNode><disabled>false</disabled><triggers><hudson.triggers.SCMTrigger><spec>H/5 * * * *</spec></hudson.triggers.SCMTrigger></triggers><builders><hudson.tasks.Shell><command>make build push</command></hudson.tasks.Shell></builders><publishers/><buildWrappers/></project>"
"jenkins_job_config","<project><actions/><description>Nightly integration suite</description><keepDependencies>false</keepDependencies><disabled>true</disabled><blockBuildWhenDownstreamBuilding>false</blockBuildWhenDownstreamBuilding><scm class=""hudson.plugins.git.GitSCM"" plugin=""git@5.2.2""><userRemoteConfigs><hudson.plugins.git.UserRemoteConfig><url>git@github.com:acme/integration-suite.git</url><credentialsId>ci-deploy-key</credentialsId></hudson.plugins.git.UserRemoteConfig></userRemoteConfigs><branches><hudson.plugins.git.BranchSpec><name>*/main</name></hudson.plugins.git.BranchSpec></branches></scm><publishers><hudson.tasks.Mailer plugin=""mailer@472.vf7c289a_4b_420""><recipients>ci-alerts@acme.example.com</recipients><dontNotifyEveryUnstableBuild>false</dontNotifyEveryUnstableBuild><sendToIndividuals>true</sendToIndividuals></hudson.tasks.Mailer></publishers><buildWrappers><hudson.plugins.timestamper.TimestamperBuildWrapper plugin=""timestamper@1.27""/></buildWrappers></project>"
"jenkins_build_xml","<build><actions><hudson.model.CauseAction><causeBag class=""linked-hash-map""><entry><hudson.triggers.SCMTrigger_-SCMTriggerCause/><int>1</int></entry></causeBag></hudson.model.CauseAction></actions><queueId>884211</queueId><timestamp>1774119402118</timestamp><startTime>1774119402334</startTime><result>SUCCESS</result><duration>184712</duration><charset>UTF-8</charset><keepLog>false</keepLog><builtOn>linux-docker-04</builtOn><workspace>/var/jenkins/workspace/orders-api_main</workspace><hudsonVersion>2.492.1</hudsonVersion><scm class=""hudson.scm.NullChangeLogParser""/><culprits class=""java.util.Collections$UnmodifiableSet""><string>mnguyen</string></culprits></build>"
"jenkins_build_xml","<build><actions><hudson.model.CauseAction><causeBag class=""linked-hash-map""><entry><hudson.triggers.TimerTrigger_-TimerTriggerCause/><int>1</int></entry></causeBag></hudson.model.CauseAction></actions><queueId>884120</queueId><timestamp>1779641402118</timestamp><startTime>1779641404003</startTime><result>FAILURE</result><duration>1842119</duration><charset>UTF-8</charset><keepLog>false</keepLog><builtOn>linux-agent-14</builtOn><workspace>/var/jenkins/workspace/integration-suite</workspace><hudsonVersion>2.470.3</hudsonVersion><scm class=""hudson.plugins.git.util.BuildData"" plugin=""git@5.2.2""><lastBuiltRevision><SHA1>8fa2c1b09d774e3ac51e0b7d24f9a13c6b8e0d21</SHA1><branch><name>refs/remotes/origin/main</name></branch></lastBuiltRevision></scm><culprits><string>mchen@acme.example.com</string></culprits></build>"
"ant_build_xml","<project name=""legacy-reporting"" default=""dist"" basedir="".""><property name=""src"" location=""src""/><property name=""build"" location=""build""/><property name=""dist"" location=""dist""/><property name=""version"" value=""4.11.2""/><target name=""init""><tstamp/><mkdir dir=""${build}""/></target><target name=""compile"" depends=""init"" description=""compile the source""><javac srcdir=""${src}"" destdir=""${build}"" includeantruntime=""false"" debug=""true"" source=""17"" target=""17""><classpath><fileset dir=""lib"" includes=""*.jar""/></classpath></javac></target><target name=""dist"" depends=""compile""><mkdir dir=""${dist}/lib""/><jar jarfile=""${dist}/lib/legacy-reporting-${version}.jar"" basedir=""${build}""><manifest><attribute name=""Main-Class"" value=""com.example.reporting.Main""/></manifest></jar></target><target name=""clean""><delete dir=""${build}""/><delete dir=""${dist}""/></target></project>"
"ant_build_xml","<project name=""legacy-etl"" default=""dist"" basedir="".""><property name=""build.dir"" value=""build""/><property name=""fail.on.error"" value=""true""/><target name=""compile""><javac srcdir=""src"" destdir=""${build.dir}/classes"" debug=""true"" failonerror=""${fail.on.error}"" includeantruntime=""false""><compilerarg value=""-Xlint:deprecation""/><classpath refid=""project.classpath""/></javac></target><target name=""test"" depends=""compile""><junit haltonfailure=""false"" failureproperty=""tests.failed"" printsummary=""withOutAndErr""><formatter type=""xml""/><batchtest todir=""${build.dir}/test-reports""><fileset dir=""src/test"" includes=""**/*Test.java""/></batchtest></junit><fail if=""tests.failed"" message=""Unit tests failed. See ${build.dir}/test-reports for details.""/></target></project>"
"maven_pom","<project xmlns=""http://maven.apache.org/POM/4.0.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 https://maven.apache.org/xsd/maven-4.0.0.xsd""><modelVersion>4.0.0</modelVersion><groupId>com.example.platform</groupId><artifactId>orders-api</artifactId><version>3.7.1</version><packaging>jar</packaging><name>Orders API</name><properties><maven.compiler.release>21</maven.compiler.release><project.build.sourceEncoding>UTF-8</project.build.sourceEncoding><spring-boot.version>3.4.2</spring-boot.version></properties><dependencies><dependency><groupId>org.springframework.boot</groupId><artifactId>spring-boot-starter-web</artifactId><version>${spring-boot.version}</version></dependency><dependency><groupId>org.postgresql</groupId><artifactId>postgresql</artifactId><version>42.7.5</version><scope>runtime</scope></dependency></dependencies><build><plugins><plugin><groupId>org.apache.maven.plugins</groupId><artifactId>maven-surefire-plugin</artifactId><version>3.5.2</version></plugin></plugins></build></project>"
"maven_pom","<project xmlns=""http://maven.apache.org/POM/4.0.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 http://maven.apache.org/xsd/maven-4.0.0.xsd""><modelVersion>4.0.0</modelVersion><groupId>com.acme.risk</groupId><artifactId>risk-engine</artifactId><version>3.14.2-SNAPSHOT</version><packaging>jar</packaging><dependencies><dependency><groupId>org.apache.logging.log4j</groupId><artifactId>log4j-core</artifactId><version>2.14.1</version></dependency><dependency><groupId>com.fasterxml.jackson.core</groupId><artifactId>jackson-databind</artifactId><version>2.9.10.1</version></dependency></dependencies><build><plugins><plugin><groupId>org.apache.maven.plugins</groupId><artifactId>maven-enforcer-plugin</artifactId><version>3.5.0</version><executions><execution><id>ban-vulnerable-deps</id><goals><goal>enforce</goal></goals><configuration><fail>true</fail><rules><bannedDependencies><excludes><exclude>org.apache.logging.log4j:log4j-core:[,2.17.1)</exclude></excludes></bannedDependencies></rules></configuration></execution></executions></plugin></plugins></build></project>"
"msbuild_project","<Project Sdk=""Microsoft.NET.Sdk""><PropertyGroup><TargetFramework>net8.0</TargetFramework><AssemblyName>Example.Payments.Api</AssemblyName><RootNamespace>Example.Payments.Api</RootNamespace><Nullable>enable</Nullable><ImplicitUsings>enable</ImplicitUsings><TreatWarningsAsErrors>true</TreatWarningsAsErrors><Version>2.14.0</Version><GenerateDocumentationFile>true</GenerateDocumentationFile></PropertyGroup><ItemGroup><PackageReference Include=""Serilog.AspNetCore"" Version=""8.0.3""/><PackageReference Include=""Npgsql.EntityFrameworkCore.PostgreSQL"" Version=""8.0.11""/></ItemGroup><ItemGroup><ProjectReference Include=""..\Example.Payments.Domain\Example.Payments.Domain.csproj""/></ItemGroup><Target Name=""PostBuildStamp"" AfterTargets=""Build""><Message Importance=""high"" Text=""Built $(AssemblyName) $(Version) for $(TargetFramework)""/></Target></Project>"
"msbuild_project","<Project Sdk=""Microsoft.NET.Sdk""><PropertyGroup><TargetFramework>net8.0</TargetFramework><TreatWarningsAsErrors>true</TreatWarningsAsErrors><WarningsAsErrors>CS0618;CS8600;CS8602</WarningsAsErrors><NoWarn>NU1701</NoWarn><Nullable>enable</Nullable><GenerateDocumentationFile>true</GenerateDocumentationFile></PropertyGroup><ItemGroup><PackageReference Include=""Newtonsoft.Json"" Version=""11.0.2"" NoWarn=""NU1903""/><PackageReference Include=""System.Text.RegularExpressions"" Version=""4.3.0""/></ItemGroup><Target Name=""FailOnVulnerablePackages"" AfterTargets=""Restore""><Error Condition=""'$(NuGetAuditLevel)' == 'low'"" Code=""ACME1001"" Text=""Restore reported vulnerable transitive packages; see NU1903 warnings in build log."" File=""Acme.Api.csproj""/></Target></Project>"
"nessus_scan_report","<NessusClientData_v2><Report name=""Weekly DMZ Credentialed Scan"" xmlns:cm=""http://www.nessus.org/cm""><ReportHost name=""10.88.4.51""><HostProperties><tag name=""HOST_END"">Tue Mar 10 04:18:22 2026</tag><tag name=""operating-system"">Ubuntu 22.04.5 LTS</tag><tag name=""host-fqdn"">web-edge03.dmz.example.com</tag><tag name=""host-ip"">10.88.4.51</tag><tag name=""HOST_START"">Tue Mar 10 04:02:07 2026</tag></HostProperties><ReportItem port=""22"" svc_name=""ssh"" protocol=""tcp"" severity=""0"" pluginID=""10267"" pluginName=""SSH Server Type and Version Information"" pluginFamily=""Service detection""><description>It is possible to obtain information about the remote SSH server by sending an empty authentication request.</description><plugin_output>SSH version : SSH-2.0-OpenSSH_8.9p1 Ubuntu-3ubuntu0.11</plugin_output><risk_factor>None</risk_factor><solution>n/a</solution></ReportItem></ReportHost></Report></NessusClientData_v2>"
"nessus_scan_report","<NessusClientData_v2><Report name=""DMZ Weekly Credentialed Scan""><ReportHost name=""10.18.4.77""><HostProperties><tag name=""host-ip"">10.18.4.77</tag><tag name=""host-fqdn"">web-dmz-02.acme.example.com</tag><tag name=""operating-system"">Linux Kernel 4.18 on CentOS Linux 8</tag><tag name=""HOST_START"">Mon May 4 02:11:07 2026</tag></HostProperties><ReportItem port=""443"" svc_name=""www"" protocol=""tcp"" severity=""4"" pluginID=""156032"" pluginName=""OpenSSL 3.0.0 &lt; 3.0.7 Multiple Vulnerabilities"" pluginFamily=""Web Servers""><risk_factor>Critical</risk_factor><cvss3_base_score>9.8</cvss3_base_score><cvss3_vector>CVSS:3.0/AV:N/AC:L/Au:N/C:C/I:C/A:C</cvss3_vector><cve>CVE-2022-3602</cve><cve>CVE-2022-3786</cve><description>The remote host is affected by a buffer overrun in X.509 email address punycode decoding.</description><solution>Upgrade to OpenSSL 3.0.7 or later.</solution><plugin_output>Installed version : 3.0.2&#10;Fixed version : 3.0.7</plugin_output><exploit_available>true</exploit_available></ReportItem></ReportHost></Report></NessusClientData_v2>"
"openvas_report","<report id=""a92c1f74-3b18-4d05-9c1e-72f4a1d8830b"" format_id=""a994b278-1f62-11e1-96ac-406186ea4fc5"" extension=""xml"" content_type=""text/xml""><scan_run_status>Done</scan_run_status><scan_start>2026-03-12T01:00:04Z</scan_start><scan_end>2026-03-12T02:41:19Z</scan_end><results start=""1"" max=""1000""><result id=""6f1b0e2a-cc47-4e91-8a04-3d1f7b902c55""><name>Services</name><host>10.90.12.7<asset asset_id=""8b0a1d2e-5511-4f76-9c31-2ab7c40f1e63""/><hostname>db-replica02.corp.example.com</hostname></host><port>5432/tcp</port><nvt oid=""1.3.6.1.4.1.25623.1.0.10330""><type>nvt</type><name>Services</name><family>Service detection</family><cvss_base>0.0</cvss_base><severities score=""0.0""/></nvt><threat>Log</threat><severity>0.0</severity><qod><value>80</value><type>remote_banner</type></qod><description>A PostgreSQL server seems to be running on this port.</description></result></results></report>"
"openvas_report","<get_reports_response status=""200"" status_text=""OK""><report id=""9a1b7c30-4d22-4f81-b0e7-52c1d9a8e441""><scan_start>2026-06-21T01:00:04Z</scan_start><scan_end>2026-06-21T03:42:19Z</scan_end><results max=""100""><result id=""c71e0a48-9b3f-4021-8f5d-2ac6b1e70f93""><name>SMB Signing Not Required</name><host>192.168.60.41<hostname>fs-old-01.acme.local</hostname></host><port>445/tcp</port><nvt oid=""1.3.6.1.4.1.25623.1.0.802067""><type>nvt</type><name>SMB Signing Not Required</name><family>Windows</family><cvss_base>5.3</cvss_base><severities score=""5.3""><severity type=""cvss_base_v3""><value>CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N</value></severity></severities><refs><ref type=""cve"" id=""CVE-1999-0519""/></refs></nvt><threat>Medium</threat><severity>5.3</severity><qod><value>80</value><type>remote_banner</type></qod><description>The remote SMB server does not require signing, enabling man-in-the-middle attacks.</description></result></results></report></get_reports_response>"
"nmap_xml_output","<nmaprun scanner=""nmap"" args=""nmap -sV -oX scan.xml 10.44.18.0/28"" start=""1773458402"" startstr=""Sat Mar 14 06:00:02 2026"" version=""7.95"" xmloutputversion=""1.05""><scaninfo type=""syn"" protocol=""tcp"" numservices=""1000"" services=""1-1024,1080,3306,5432,8080""/><verbose level=""0""/><debugging level=""0""/><host starttime=""1773458404"" endtime=""1773458431""><status state=""up"" reason=""arp-response"" reason_ttl=""0""/><address addr=""10.44.18.12"" addrtype=""ipv4""/><address addr=""00:50:56:9C:1A:44"" addrtype=""mac"" vendor=""VMware""/><hostnames><hostname name=""app-node04.corp.example.com"" type=""PTR""/></hostnames><ports><port protocol=""tcp"" portid=""22""><state state=""open"" reason=""syn-ack"" reason_ttl=""64""/><service name=""ssh"" product=""OpenSSH"" version=""9.6p1"" extrainfo=""Ubuntu 3ubuntu13.5"" method=""probed"" conf=""10""/></port><port protocol=""tcp"" portid=""8080""><state state=""open"" reason=""syn-ack"" reason_ttl=""64""/><service name=""http-proxy"" product=""Apache Tomcat"" version=""10.1.34"" method=""probed"" conf=""10""/></port></ports><times srtt=""412"" rttvar=""188"" to=""100000""/></host><runstats><finished time=""1773458433"" timestr=""Sat Mar 14 06:00:33 2026"" elapsed=""31.14"" summary=""Nmap done at Sat Mar 14 06:00:33 2026; 16 IP addresses (4 hosts up) scanned in 31.14 seconds"" exit=""success""/><hosts up=""4"" down=""12"" total=""16""/></runstats></nmaprun>"
"nmap_xml_output","<nmaprun scanner=""nmap"" args=""nmap -sS -sV -p- -oX out.xml 172.31.9.0/24"" start=""1780994411"" startstr=""Sat Jun  6 22:00:11 2026"" version=""7.95"" xmloutputversion=""1.05""><host starttime=""1780994414"" endtime=""1780994602""><status state=""up"" reason=""reset"" reason_ttl=""63""/><address addr=""172.31.9.118"" addrtype=""ipv4""/><hostnames><hostname name=""legacy-jump.acme.internal"" type=""PTR""/></hostnames><ports><port protocol=""tcp"" portid=""23""><state state=""open"" reason=""syn-ack"" reason_ttl=""63""/><service name=""telnet"" product=""Linux telnetd"" method=""probed"" conf=""10""/><script id=""telnet-encryption"" output=""&#10;  Telnet server does not support encryption""/></port><port protocol=""tcp"" portid=""3389""><state state=""open"" reason=""syn-ack"" reason_ttl=""63""/><service name=""ms-wbt-server"" product=""Microsoft Terminal Services"" tunnel=""ssl"" method=""probed"" conf=""10""/><script id=""ssl-enum-ciphers"" output=""TLSv1.0: ciphers: TLS_RSA_WITH_3DES_EDE_CBC_SHA - C; least strength: C""/></port></ports><times srtt=""1841"" rttvar=""402"" to=""100000""/></host><runstats><finished time=""1780995104"" elapsed=""693.12"" exit=""success""/><hosts up=""14"" down=""242"" total=""256""/></runstats></nmaprun>"
"nikto_xml_report","<niktoscan><niktoscan hoststest=""0"" options=""-h https://portal.example.com -Format xml"" version=""2.5.0"" scanstart=""Mon Mar 16 22:04:11 2026"" scanend=""Mon Mar 16 22:19:48 2026"" scanelapsed=""937 seconds""><scandetails targetip=""203.0.113.44"" targethostname=""portal.example.com"" targetport=""443"" targetbanner=""nginx/1.27.4"" starttime=""2026-03-16 22:04:11"" sitename=""https://portal.example.com:443/"" siteip=""https://203.0.113.44:443/"" hostheader=""portal.example.com""><item id=""999103"" osvdbid=""0"" method=""GET""><description>The X-Content-Type-Options header is set to ''nosniff''.</description><uri>/</uri><namelink>https://portal.example.com:443/</namelink><iplink>https://203.0.113.44:443/</iplink></item><statistics elapsed=""937"" itemsfound=""4"" itemstested=""7218"" endtime=""2026-03-16 22:19:48""/></scandetails></niktoscan></niktoscan>"
"nikto_xml_report","<niktoscan><scandetails targetip=""198.18.44.9"" targethostname=""portal.acme.example.com"" targetport=""443"" targetbanner=""Apache/2.4.29 (Ubuntu)"" starttime=""2026-04-09 03:14:02"" sitename=""https://portal.acme.example.com:443/"" siteip=""https://198.18.44.9:443/"" hostheader=""portal.acme.example.com""><item id=""000375"" osvdbid=""3092"" osvdblink=""https://www.osvdb.org/3092"" method=""GET""><description>/admin/: This might be interesting... potential admin interface found.</description><uri>/admin/</uri><namelink>https://portal.acme.example.com:443/admin/</namelink><iplink>https://198.18.44.9:443/admin/</iplink></item><item id=""000718"" osvdbid=""630"" method=""GET""><description>The web server may reveal its internal or real IP in the Location header via a request to /images. Found: 10.0.4.18</description><uri>/images</uri></item><statistics elapsed=""412"" itemsfound=""17"" itemstested=""7211"" endtime=""2026-04-09 03:20:54""/></scandetails></niktoscan>"
"burp_suite_issues","<issues burpVersion=""2026.2.3"" exportTime=""Wed Mar 18 08:41:02 UTC 2026""><issue><serialNumber>7183044921004488192</serialNumber><type>5245344</type><name>Strict transport security not enforced</name><host ip=""203.0.113.44"">https://portal.example.com</host><path><![CDATA[/health]]></path><location><![CDATA[/health]]></location><severity>Information</severity><confidence>Certain</confidence><issueBackground><![CDATA[The application fails to prevent users from connecting to it over unencrypted connections.]]></issueBackground><issueDetail><![CDATA[The response did not include a Strict-Transport-Security header.]]></issueDetail><requestresponse><request base64=""false""><![CDATA[GET /health HTTP/2\r\nHost: portal.example.com\r\nUser-Agent: Mozilla/5.0\r\n\r\n]]></request><response base64=""false""><![CDATA[HTTP/2 200 OK\r\nContent-Type: application/json\r\n\r\n{""status"":""ok""}]]></response></requestresponse></issue></issues>"
"burp_suite_issues","<issues burpVersion=""2026.4.2"" exportTime=""Tue Apr 28 10:14:33 EDT 2026""><issue serialNumber=""7712049183341021184""><type>2097920</type><name>SQL injection</name><host ip=""203.0.113.201"">https://api.acme.example.com</host><path>/v1/search</path><location>/v1/search [q parameter]</location><severity>High</severity><confidence>Firm</confidence><issueBackground><![CDATA[<p>SQL injection vulnerabilities arise when user-controllable data is incorporated into database queries.</p>]]></issueBackground><issueDetail><![CDATA[<p>The <b>q</b> parameter appears to be vulnerable to SQL injection. The payload <b>' OR 1=1--</b> was submitted and the response differed.</p>]]></issueDetail><requestresponse><request base64=""false""><![CDATA[GET /v1/search?q=widget'+OR+1%3D1-- HTTP/1.1 Host: api.acme.example.com Authorization: Bearer eyJhbGciOi... ]]></request><response base64=""false""><![CDATA[HTTP/1.1 200 OK Content-Type: application/json {""total"":48122}]]></response></requestresponse></issue></issues>"
"zap_report","<OWASPZAPReport version=""2.16.0"" generated=""Thu, 19 Mar 2026 14:02:51""><site name=""https://portal.example.com"" host=""portal.example.com"" port=""443"" ssl=""true""><alerts><alertitem><pluginid>10015</pluginid><alertRef>10015</alertRef><alert>Re-examine Cache-control Directives</alert><name>Re-examine Cache-control Directives</name><riskcode>0</riskcode><confidence>1</confidence><riskdesc>Informational (Low)</riskdesc><count>3</count><desc>&lt;p&gt;The Cache-Control HTTP header field is used to specify directives for caching mechanisms.&lt;/p&gt;</desc><instances><instance><uri>https://portal.example.com/assets/app.4f18c2.js</uri><method>GET</method><evidence>public, max-age=31536000</evidence></instance></instances><solution>&lt;p&gt;For secure content ensure the cache-control header is set to ''no-store''.&lt;/p&gt;</solution><cweid>525</cweid><wascid>13</wascid><sourceid>2</sourceid></alertitem></alerts></site></OWASPZAPReport>"
"zap_report","<OWASPZAPReport version=""2.15.0"" generated=""Fri, 15 May 2026 16:02:44""><site name=""https://shop.acme.example.com"" host=""shop.acme.example.com"" port=""443"" ssl=""true""><alerts><alertitem><pluginid>40012</pluginid><alertRef>40012</alertRef><alert>Cross Site Scripting (Reflected)</alert><name>Cross Site Scripting (Reflected)</name><riskcode>3</riskcode><confidence>2</confidence><riskdesc>High (Medium)</riskdesc><count>4</count><desc><![CDATA[<p>Cross-site Scripting (XSS) is an attack technique.</p>]]></desc><instances><instance><uri>https://shop.acme.example.com/search?term=</uri><method>GET</method><param>term</param><attack><![CDATA[<script>alert(1)</script>]]></attack><evidence><![CDATA[<script>alert(1)</script>]]></evidence></instance></instances><solution><![CDATA[<p>Validate and encode all user input.</p>]]></solution><cweid>79</cweid><wascid>8</wascid><sourceid>3</sourceid></alertitem></alerts></site></OWASPZAPReport>"
"qualys_scan_xml","<SCAN><HEADER><KEY value=""USERNAME"">acme_ab1</KEY><KEY value=""COMPANY"">Acme Retail</KEY><KEY value=""DATE"">2026-03-21T02:14:07Z</KEY><KEY value=""SCAN"">scan/1774059247.11842</KEY><KEY value=""OPTION_PROFILE"">Standard Authenticated Scan</KEY></HEADER><IP value=""10.88.4.51"" name=""web-edge03.dmz.example.com""><OS>Ubuntu Linux 22.04</OS><INFOS><CAT value=""Information gathering""><INFO number=""45017"" severity=""1""><TITLE><![CDATA[Operating System Detected]]></TITLE><LAST_UPDATE><![CDATA[2026-01-14T09:00:00Z]]></LAST_UPDATE><RESULT format=""table""><![CDATA[Operating System	Technique	ID\nUbuntu Linux 22.04	TCP/IP Fingerprint	U1234:22]]></RESULT></INFO></CAT></INFOS></IP></SCAN>"
"qualys_scan_xml","<SCAN><HEADER><KEY value=""SCAN"">scan/1781204411.44192</KEY><GENERATION_DATETIME>2026-06-08T04:22:19Z</GENERATION_DATETIME><OPTION_PROFILE><OPTION_PROFILE_TITLE option_profile_default=""0"">PCI External Weekly</OPTION_PROFILE_TITLE></OPTION_PROFILE></HEADER><IP value=""198.51.100.77"" name=""mail-edge-01.acme.example.com""><OS>Linux 3.x</OS><VULNS><CAT value=""SMTP"" port=""25"" protocol=""tcp""><VULN number=""38657"" severity=""5"" cveid=""CVE-2024-3094""><TITLE><![CDATA[XZ Utils Backdoor (liblzma) Detected]]></TITLE><DIAGNOSIS><![CDATA[The installed liblzma version contains malicious code injected upstream permitting SSH authentication bypass.]]></DIAGNOSIS><CONSEQUENCE><![CDATA[Remote unauthenticated attackers may execute arbitrary code.]]></CONSEQUENCE><SOLUTION><![CDATA[Downgrade to xz 5.4.6 or apply distribution patch.]]></SOLUTION><RESULT format=""table""><![CDATA[Detected version: 5.6.1]]></RESULT><PCI_FLAG>1</PCI_FLAG></VULN></CAT></VULNS></IP></SCAN>"
"rapid7_nexpose_report","<NexposeReport version=""2.0""><scans><scan id=""41882"" name=""DMZ Full Audit"" startTime=""20260324T030004811"" endTime=""20260324T044117204"" status=""finished""/></scans><nodes><node address=""10.88.4.63"" status=""alive"" device-id=""8841"" scan-template=""full-audit-without-web-spider"" site-name=""DMZ"" site-importance=""High"" risk-score=""0.00""><names><name>lb-edge01.dmz.example.com</name></names><fingerprints certainty=""1.00""><os certainty=""1.00"" vendor=""Ubuntu"" family=""Linux"" product=""Linux"" version=""5.15.0"" device-class=""General""/></fingerprints><tests><test id=""ssh-openssh-cve-2016-0777"" status=""not-vulnerable"" scan-id=""41882""/></tests><endpoints><endpoint protocol=""tcp"" port=""443"" status=""open""><services><service name=""HTTPS""><fingerprints><fingerprint certainty=""0.85"" vendor=""nginx"" product=""nginx"" version=""1.27.4""/></fingerprints></service></services></endpoint></endpoints></node></nodes></NexposeReport>"
